Date,Time,Sender,Message,Cluster
13/10/24,20.47.20,Sofia TIF ‘22,ora no bos😭,1
13/10/24,20.47.43,Rehan ECU,asikmen pop,1
13/10/24,20.48.06,Sofia TIF ‘22,gae sw oleh gakkk,1
13/10/24,20.48.10,Sofia TIF ‘22,😭😭😭😭,1
13/10/24,20.48.12,Rehan ECU,"kui mas mu kae to lek, sing tok critani kerjo kui",1
13/10/24,20.48.36,Inandra,waloh,1
13/10/24,20.50.52,Afif TIF' 22,sudah sop,1
13/10/24,20.51.11,Afif TIF' 22,futsal neh no,1
13/10/24,20.52.01,Rehan ECU,wegah,1
13/10/24,20.52.02,Rehan ECU,kesel,1
13/10/24,20.52.19,Rehan ECU,nek nng sritex gaskan,1
13/10/24,20.53.24,Afif TIF' 22,nek raenek seminar kudune iso,1
13/10/24,20.53.37,Inandra,hoopp,1
13/10/24,20.54.22,Rehan ECU,@6282175165826 ngerti omah e pora,1
,,,"‎[13/10/24, 20.55.18] Afif TIF' 22: ‎stiker tidak disertakan",1
,,,"‎[13/10/24, 21.19.26] Sofia TIF ‘22: ‎gambar tidak disertakan",1
13/10/24,21.19.50,Afif TIF' 22,hoo bentuke landscape,1
,,,"‎[14/10/24, 09.19.08] Sofia TIF ‘22: ‎gambar tidak disertakan",1
14/10/24,09.19.30,Inandra,sg futsal dikasi lihat,1
14/10/24,09.19.36,Inandra,after movie ne yg mau di up,1
14/10/24,09.19.45,Afif TIF' 22,dicek sek sedurung dipost,1
14/10/24,09.20.06,Sofia TIF ‘22,okee,1
14/10/24,09.26.03,Dinta TIF '22,Assalamualaikum Warahmatullahi Wabarakatuh,1
,,,,1
,,,"Untuk menyukseskan *PARTI 2024*  bagi yang tidak membeli kaos parti tetap diwajibkan untuk membayar lanyard seharga *Rp 20.000,-*",1
,,,,1
,,,*💳 KEMANA BAYARNYA?*,1
,,,1. COD,1
,,,2. Bri = 811201006965534 - Dinta Apresia Nurhalis Sagita,1
,,,3. Shopeepay = 081231715679 - dintaapresia06,1
,,,4. BCA = 0790600860 – Naya Destian M,1
,,,5. Dana = ‪0895620150369‬—NAYA DESTIAN M,1
,,,,1
,,,☎️ *SIAPA CONTACT PERSONNYA?*,1
,,,1. Naya (+62 895-6201-50369),1
,,,2. Dinta (+62 812-3171-5679),1
,,,,1
,,,📌 *APA CATATANNYA?*,1
,,,- Batas membayar lanyard hingga *15 Oktober 2024*,1
,,,,1
,,,Wassalamualaikum Warahmtullahi Wabarakatuh,1
14/10/24,09.26.06,Dinta TIF '22,Tak share ya ini?,1
14/10/24,09.26.18,Inandra,gas,1
14/10/24,09.26.38,Inandra,tolong di follow up kaos e ws di proses rung ya,1
,,,"‎[14/10/24, 09.32.37] Salwa TIF '22: ‎gambar tidak disertakan",1
14/10/24,09.32.38,Salwa TIF '22,"Baik, kami juga dari pihak wasit mengucapkan banyak terimakasih untuk kepercayaan kepada kami..smoga lancar dan sukses selalu njih 🙏",1
14/10/24,09.32.55,Salwa TIF '22,@6281231715679 ini yoo,1
14/10/24,09.33.16,Dinta TIF '22,Terimakasih salwaa,1
14/10/24,12.09.21,Inandra,tolong baksos e diup story,1
14/10/24,12.36.13,Jumiana TIF '22,Nggih,1
,,,"‎[14/10/24, 15.47.50] Jumiana TIF '22: ‎gambar tidak disertakan",1
14/10/24,15.48.10,Stiven TIF '21,iya fotografer,1
14/10/24,15.48.11,Stiven TIF '21,kayanya,1
14/10/24,15.49.56,Jumiana TIF '22,Walah okok makasiih😁🙏🏻,1
14/10/24,16.16.38,Inandra,fotoo itu,1
14/10/24,17.18.35,Dinta TIF '22,sponsor kaos parti dapat 900an ‎<Pesan ini diedit>,1
14/10/24,17.19.44,Salwa TIF '22,9jeti 🤲🏻,1
14/10/24,17.20.40,Dinta TIF '22,900rb mba salwa😁,1
14/10/24,17.20.57,Salwa TIF '22,baiklah mbak dinta 🙏🏻,1
14/10/24,17.26.51,Dinta TIF '22,diklo sg freh money iku jadi ga?,1
14/10/24,17.27.00,Dinta TIF '22,atau potongan kaos+lanyard tok?,1
14/10/24,17.56.54,Inandra,@6281336917985,1
14/10/24,18.07.03,Sofia TIF ‘22,aku rareti i malahan kui,1
14/10/24,18.07.11,Sofia TIF ‘22,kae pora omong e ng koe ndra,1
15/10/24,11.02.35,Inandra,aku yo lali,1
15/10/24,16.43.22,Dinta TIF '22,nek sg ra bayar lanyard wi ngko piye,1
15/10/24,16.43.34,Dinta TIF '22,"sg lagi bayar lanyard elma, eric, rendy",1
15/10/24,16.43.52,Sofia TIF ‘22,kudu bayar,1
15/10/24,16.43.59,Sofia TIF ‘22,walah nemen men wong wong,1
15/10/24,16.44.12,Dinta TIF '22,meh dikei tenggat tekan kapan?,1
15/10/24,16.44.30,Sofia TIF ‘22,embuh penak e kapan,1
15/10/24,16.44.32,Dinta TIF '22,terakhir minggu ya?,1
15/10/24,16.44.42,Dinta TIF '22,Ben lehku bagi duit ga sue sue,1
15/10/24,17.00.19,Inandra,iyo,1
15/10/24,20.22.38,Jumiana TIF '22,*1. Sman 1 sukoharjo*,1
,,,1. Bhara Yudha Dian Pratama,1
,,,2. Shera Yudhistira,1
,,,3. Muhammad Luqman Bukhori,1
,,,4. Idham Farras Cahyadi,1
,,,5. Rodhian Cholil Jibran .,1
,,,6. ⁠Muhanmad Irfan Khanif,1
,,,7. Ramadhan Yudhian Putra Nawawi,1
,,,8. Pasha Adhi Faizul Anwar,1
,,,9. Abdilah Anung Anindita,1
,,,10. Muhammad Azzam Kurniawan,1
,,,,1
,,,*2. Sma muhammadiyah 2 ska*,1
,,,1. Arroyon Rion Ramadhan,1
,,,2. Bayu Allf Pratama .,1
,,,3. ⁠Adam kurniawan,1
,,,4. Muhammad Faizal A.,1
,,,5. Achmad Safaru,1
,,,•6. Muhammad Afgan Yasa N,1
,,,•7. kholid Ahmad,1
,,,8. Fathan Zaydan,1
,,,9.Gaea Igor Aprilliano,1
,,,10. Farrel Herbie Al Ayyubi,1
,,,11.  Fadel Putra Pratama,1
,,,12. Muhammad Fadlan R.S.P,1
,,,,1
,,,*3. Sma n 1 kartasura*,1
,,,1. Narendra Adinata O. R.,1
,,,2. Syarif Ihsananto,1
,,,3. Syahir Ihsananto,1
,,,4. Enggar Adi Saputro,1
,,,5. Muhammad Taufik Al Firdaus,1
,,,6. Hafidz Yanas Al Irsyad,1
,,,7. Bintang Pandu Perdana,1
,,,8. Farrel Lazuardi Adnan,1
,,,9. Agri Ardiyanto,1
,,,10. Bily Irsyad Satria,1
,,,11. Arkan Wahyu Syafiq,1
,,,12. Muhammad Padri Putra N.,1
,,,,1
,,,*4.Sma muh pk*,1
,,,1. Fikri akmal maulana,1
,,,2. Isham Fawaz aufa,1
,,,3. M. Safa al kholifa S.,1
,,,4. Fatih thoriq al Faiz,1
,,,5. roofi al dryharcha,1
,,,6. Muhammad alfarel aslamsyah,1
,,,7. ⁠Arkan Bahi Haidar ali,1
,,,8. Muhammad luqman daniswara panatagama,1
,,,9. Bhara rahil ramadhan,1
,,,10. Kalingga maulana brilliant,1
,,,11. Faadhila Hilmiy aulia,1
,,,12. Haikal adz dzaki,1
,,,13. M. Rifat razan,1
,,,14. Jusewa nabil Alfa Riyanto,1
,,,,1
,,,*5.smk muh 2 sragen*,1
,,,1. FAHABLI SUWANDI,1
,,,2. RIDWAN DANI FAUZY,1
,,,3. ALI WIJAYA KUSUMA,1
,,,4.MARCELLO PRATAMA,1
,,,5.DANU SAPUTRO,1
,,,6.RIKI MAULANA,1
,,,7. BILGIS NUR HIDAYAT,1
,,,8.RAMA ADIMAS PRAMUDYA,1
,,,9.ALIKA YULIANO MUSLIM,1
,,,10.PUTRA RAMADHAN,1
,,,ALROSIDIQ,1
,,,,1
,,,*6. maq yapi sani*,1
,,,1. Dhiyaul Haq,1
,,,2.Syahrial kurniawan akbar,1
,,,3. Dany Fajri Fadholi,1
,,,4. Fairuz Adinata Alfasa,1
,,,5. Tsaqiful Amri,1
,,,6. Tufael Atsaqafi,1
,,,7. Muhammad Afzal Harist,1
,,,8. Salman Saiful Ihsan,1
,,,9. El Faruq,1
,,,10. Laode Abdullah Al Mubarak,1
,,,11. Rosyid Widodo,1
,,,,1
,,,SMA AL-AMAANAH KARANGANYAR,1
,,,1. CHIRSON ZIDAN AUFA,1
,,,2. ⁠FAHRI MIFTAKHUL HUDA,1
,,,3. ⁠FAUZAN ALIFIAN MUSTAQIM,1
,,,4. ⁠JAMALUDIN,1
,,,5. ⁠MUHAMMAD AZIS ROYYAN,1
,,,6. ⁠MUHAMMAD YUSUF,1
,,,7. ⁠VINSA SATRIA PRATAMA,1
,,,8. ⁠REYVAN AKBAR FADILAH,1
,,,9. ⁠AHMAD YUSUF FAUZI FIRDAUZ,1
,,,10. ⁠FAZA KAKA MAULANA,1
,,,,1
,,,SMKN 3 SUKOHARJO,1
,,,1. Muhammad fadli Akansyah,1
,,,2. ⁠Rizal Bekti Toresa,1
,,,3. ⁠Wikan tiyoso Pandu utomo,1
,,,4. ⁠Ahmad Yasin,1
,,,5. ⁠Hanif Abdul Latif,1
,,,6. ⁠irvan  Putra kusuma,1
,,,7. ⁠Renal Agus Purnama,1
,,,8. ⁠Abdullah Azzam,1
,,,9. ⁠Roihan bagas ijaya,1
,,,10. ⁠fernando Batu Aditama,1
,,,11. ⁠Putra wahyu,1
,,,,1
,,,SMAN 1 NGEMPLAK,1
,,,1. Fickar nur HidaYah,1
,,,2. ⁠Muh. Bintang Al -firdaus,1
,,,3. ⁠kisnanto Febri Haryono,1
,,,4. ⁠ilham Ikhwan Fauzan,1
,,,5. ⁠Alvian nur Arifin,1
,,,6. ⁠Naufal Dzaky Asyraf,1
,,,7. ⁠Okta Aji Pamungkas,1
,,,8. ⁠Rafael Resha Saputra,1
,,,9. ⁠Zilldan Fadzillah Yahya.,1
,,,10. ⁠Mahendra Mandala putra,1
,,,11. ⁠Faisal Ikhsan Syaifudin,1
,,,12. ⁠Abyor Iska Dwi Handaka,1
,,,13. ⁠Muhammad Jundi AlGhifari,1
,,,,1
,,,SMKN 2 SRAGEN,1
,,,1. Ayhodya Pradana Dwi,1
,,,2. ⁠Muh. Zacky Firanggah,1
,,,3. ⁠Satria Putra Perdana,1
,,,4. ⁠Riki Rahmad Ramadani,1
,,,5. ⁠Riko Rahmad Ramadani,1
,,,6. ⁠Farrel Wahyan,1
,,,7. ⁠Mahir Daffa Haryanto,1
,,,8. ⁠Reno Ananda Yudistira,1
,,,9. ⁠Muhammad Faiz F,1
,,,10. ⁠Deeko Maynaki Saputra,1
,,,11. ⁠Faza Kori Pratama,1
,,,12. ⁠Galang Bintang Firdauz,1
,,,,1
,,,SMAN 1 TAWANGSARI,1
,,,1. Affend Riffaldo,1
,,,2. ⁠M . Difa Ardian,1
,,,3. ⁠Qaiza Lendi Fadyllan,1
,,,4. ⁠Roqiib Albert,1
,,,5. ⁠Fahri Muttaqin,1
,,,6. ⁠Nikola Ashandi,1
,,,7. ⁠Nugroho Prinanto,1
,,,8. ⁠Febryan Agung Nugroho,1
,,,9. ⁠Bimas Prasetyo,1
,,,10. ⁠Rasya Yordan,1
,,,11. ⁠Fajar Jenio Saputra,1
,,,12. ⁠Herbayu Andre Oktavia,1
,,,,1
,,,SMAN 1 SUKOHARJO,1
,,,1. Raffranjani Tirta Pangestu,1
,,,2. ⁠Septioluno Rizky Ramadhan,1
,,,3. ⁠Raesya Lintang,1
,,,4. ⁠Alraya Vedanar Franityawan,1
,,,5. ⁠Fathur Ainuur Rahman,1
,,,6. ⁠Aprilio Baraka Agkaisyach,1
,,,7. Dhimas Rasyid ramadhan.,1
,,,8. ⁠Fautan Arwandan Akdau,1
,,,9. ⁠Irsyad Ajjihan,1
,,,10. ⁠Muhammad Haikal Al Hakim,1
,,,11. ⁠Abdullah Zilan Narai,1
,,,,1
,,,SMKN 2 KLATEN,1
,,,1. Dhida Herdiansyah,1
,,,2. ⁠Rifki Nur Alfian⁠,1
,,,3. ⁠Fabyan Azka Nugraha,1
,,,4. ⁠Afrizal Aldi Pamungkas,1
,,,5. ⁠Ilham Hanif Mustofa,1
,,,6. ⁠Priyan Nur Ahmad,1
,,,7. ⁠Rifa Aulia Rahman,1
,,,8. ⁠Imam Nur Zaky,1
,,,9. ⁠Muhammad Rosyid Abdullah,1
,,,10. ⁠Jundi Nasrulloh,1
,,,11. ⁠Ridwan Edo Pamungkas,1
,,,12. ⁠Ahmad Fauzan,1
,,,13. ⁠Yuslam Syaukani,1
,,,14.⁠Azzam Dzaky Al Fadil,1
,,,,1
,,,SMKN 1 TRUCUK,1
,,,1.Satrio Achmad Nugroho,1
,,,2. ⁠Wisnu Kuncoro,1
,,,3. ⁠Rheihan Adhi Prasetyo,1
,,,4. ⁠Alfian Nurrahman,1
,,,5. ⁠Ryan dhika Rachmawan,1
,,,6. ⁠Raihan natrafan suva P,1
,,,7.  Erizkiyawan sanda saputra,1
,,,8. ⁠Angga praditya Saputra,1
,,,9. ⁠Cristianto noval Setya Jati,1
,,,10. ⁠Dafa dzikri,1
15/10/24,20.23.10,Jumiana TIF '22,"Mau tanya kemarin jadine yg peserta yg menang aja yg dikasih sertif apa semua peserta, maap lupa🙏🏻😁",1
15/10/24,20.23.27,Inandra,semua peserta dapat sertif sebagai peserta,1
15/10/24,20.23.46,Inandra,yang pemenang dapat sertifikat sebagai juara terkait,1
15/10/24,20.23.57,Inandra,yg top score juga dpt sertifikat top score,1
15/10/24,20.24.11,Jumiana TIF '22,Wah encok,1
,,,"‎[15/10/24, 20.24.22] Inandra: ‎stiker tidak disertakan",1
,,,"‎[15/10/24, 20.24.53] Faezz: ‎stiker tidak disertakan",1
,,,"‎[15/10/24, 20.25.11] Inandra: ‎stiker tidak disertakan",1
15/10/24,20.25.33,Inandra,smgt ya dekdok,1
15/10/24,20.25.44,Inandra,sie paling sibuk se antero galaksi,1
,,,"‎[15/10/24, 20.26.02] Jumiana TIF '22: ‎stiker tidak disertakan",1
15/10/24,20.27.58,Inandra,"smgt yang rekap peserta, colek @120363263083590293@g.us @6281218620232 @6285854534950",1
15/10/24,20.42.07,Jumiana TIF '22,‎Pesan ini dihapus.,1
15/10/24,20.43.16,Jumiana TIF '22,Minta nama sekolah yang juara 😁🙏🏻,1
15/10/24,20.43.34,Jumiana TIF '22,Sama nama yg top score,1
15/10/24,20.44.35,Jumiana TIF '22,@6282325384330 vil nomor sertifnya sama aja kan?,1
15/10/24,20.45.02,Navila TIF '22,iyaa,1
15/10/24,20.45.36,Jumiana TIF '22,Okey maaci,1
16/10/24,15.39.16,Dinta TIF '22,Yang ambil lanyard :,1
,,,1. Faiz,1
,,,2. Salwa,1
,,,3. Faiq,1
,,,4. Danar,1
,,,5. Rehan,1
,,,6. Ganza,1
,,,7. Stiven,1
,,,8. Arouf,1
,,,9. Niswah,1
,,,10. Lutfi,1
,,,11. Angel,1
,,,12. Dinda,1
,,,13. Narendra,1
,,,14. Amel,1
,,,15. nabila,1
,,,16. Nur said,1
,,,17. Tsania,1
,,,18. Safridha,1
,,,19. Inandra,1
,,,20. Elma ✅️,1
,,,21. Safira,1
,,,22. Tutut,1
,,,23. Nirot,1
,,,24. Vila,1
,,,25. Joselyn,1
,,,26. Ana,1
,,,27. Bayu,1
,,,28. Naya,1
,,,29. Zidni,1
,,,30. Farrel first,1
,,,31. Kurniawan,1
,,,32. Nuril,1
,,,33. Rahman,1
,,,34. Gilang,1
,,,35. Galardhia,1
,,,36. Dinta,1
,,,37. Labib,1
,,,38. Resya,1
,,,39. Tyas,1
,,,40. Hilda,1
,,,41. Edwin,1
,,,42. Heidar,1
,,,43. Anin,1
,,,44. Rere,1
,,,45. Rara,1
,,,46. Irfan,1
,,,47. Izam,1
,,,48. Afif,1
,,,49. Sofi,1
,,,50. Sasya,1
,,,51. Viki ✅️,1
,,,52. Galih,1
,,,53. Bagas,1
,,,54. Kamil,1
,,,55. Rendy ✅️,1
,,,56. Shakeel,1
,,,57. Nasywa,1
,,,58. Puri,1
,,,59. Oza,1
,,,60. Duta,1
,,,61. Azka,1
,,,62. Nanas,1
,,,63. Revito,1
,,,64. Farrel Najdin,1
,,,65. Aal,1
,,,66. Rauf,1
,,,67. Jenar,1
,,,68. Vian,1
,,,69. Agil,1
,,,70. Taka ‎<Pesan ini diedit>,1
16/10/24,15.39.21,Dinta TIF '22,Iki kurang sopo ya,1
16/10/24,16.38.55,Rehan ECU,arya,1
16/10/24,16.39.36,Dinta TIF '22,1. Habib,1
,,,2. Arya,1
,,,3. Romario,1
,,,4. Agil,1
,,,5. Anas,1
,,,6. Jenar ‎<Pesan ini diedit>,1
16/10/24,17.18.03,Safridha,dana bansos sementara terkumpul brp guys?,1
16/10/24,17.19.14,Dinta TIF '22,Dari yang donasi terkumpul 137k,1
16/10/24,17.19.18,Dinta TIF '22,Itu belum dari yg kaos,1
16/10/24,17.20.57,Safridha,ooo okey makasii,1
16/10/24,17.34.05,Rehan ECU,total 76 tok ?,1
16/10/24,17.34.16,Dinta TIF '22,86 kudune,1
16/10/24,17.34.18,Rehan ECU,agil uwes,1
16/10/24,17.34.21,Dinta TIF '22,Sg 10 mbuj,1
16/10/24,17.34.25,Dinta TIF '22,Wes bayar?,1
16/10/24,17.34.34,Rehan ECU,uwes jupuk,1
16/10/24,17.34.38,Rehan ECU,bayar e mbuh,1
16/10/24,17.34.41,Dinta TIF '22,Belum bayar,1
,,,1. Habib,1
,,,2. Arya,1
,,,3. Romario,1
,,,4. Agil,1
,,,5. Anas,1
,,,6. Jenar,1
,,,"‎[17/10/24, 12.31.40] Jumiana TIF '22: ‎video tidak disertakan",1
17/10/24,12.32.05,Jumiana TIF '22,@6282325384330,1
17/10/24,12.32.49,Navila TIF '22,Ituuu sesuai tanggal keluar e anaaa ‎<Pesan ini diedit>,1
17/10/24,12.33.12,Navila TIF '22,Keluar e kemarin bulan 9,1
17/10/24,12.33.28,Jumiana TIF '22,Baikk,1
18/10/24,10.48.16,Dinta TIF '22,iki sg rung bayar lanyard piye e cah,1
18/10/24,10.51.38,Salwa TIF '22,sopo ae din,1
18/10/24,10.52.39,Dinta TIF '22,iki do urung,1
18/10/24,10.53.07,Salwa TIF '22,mbok chat siji2 rung?,1
18/10/24,10.53.11,Dinta TIF '22,urung,1
18/10/24,11.00.57,Sofia TIF ‘22,mintol kabid per bidang plis,1
18/10/24,11.02.11,Dinta TIF '22,iki tolong sopo neh,1
18/10/24,12.08.47,Dinta TIF '22,Belum bayar,1
,,,1. Habib,1
,,,2. Arya,1
,,,3. Romario,1
,,,4. Agil,1
,,,5. Anas,1
,,,6. Jenar,1
,,,7. Arina,1
,,,8. Hasna,1
18/10/24,12.09.56,Inandra,kui tulung di pc ni,1
18/10/24,12.10.05,Inandra,dari iki enek sg wes njimuk rung?,1
18/10/24,12.10.49,Dinta TIF '22,"Jenar, agil, anas",1
18/10/24,12.11.06,Inandra,di pc,1
19/10/24,08.25.49,Dinta TIF '22,"total semua yg bayar kaos 7.480.000, lanyard 1.634.000 sisa 5.846.000.",1
,,,bayar kaos = 66.000x74 = 4.884.000,1
,,,sisa = 5.846.000 - 4.884.000 =962.000,1
,,,,1
,,,Parti : 600.000,1
,,,Baksos : 362.000,1
19/10/24,08.26.11,Dinta TIF '22,"Buat kaos parti itu ya, nantu baksos ditambah yg nyusul bayar lanyard",1
21/10/24,23.12.18,Inandra,@6282198045056 @62895620490206 mintol untuk sisa oktober ini post pamflet baksos tiap 2 hari sekali yaa,1
21/10/24,23.14.51,Jumiana TIF '22,Siaap mulai besok yaa,1
21/10/24,23.15.02,Inandra,okee thankss,1
,,,"‎[22/10/24, 15.57.26] Inandra: Invoice DP Kaos HIMATIF (PARTI)-1.pdf • ‎1 halaman ‎dokumen tidak disertakan",1
22/10/24,15.57.31,Inandra,@6281231715679,1
22/10/24,15.59.12,Dinta TIF '22,"Ga 66,000?",1
22/10/24,16.00.32,Sofia TIF ‘22,walah😭😭😭,1
22/10/24,16.00.43,Dinta TIF '22,Berarti iki ne ra siso,1
22/10/24,16.00.45,Dinta TIF '22,Sido*,1
22/10/24,16.01.07,Sofia TIF ‘22,siso 300k ra si,1
22/10/24,16.01.15,Sofia TIF ‘22,eh ora deng,1
22/10/24,16.01.16,Inandra,😁,1
22/10/24,16.01.29,Sofia TIF ‘22,njjr njir pie to wi diklo,1
,,,"‎[22/10/24, 16.01.38] Dinta TIF '22: ‎gambar tidak disertakan",1
22/10/24,16.01.53,Sofia TIF ‘22,😁😁😁😁,1
22/10/24,16.02.01,Sofia TIF ‘22,untung di Rego 100k😭😭,1
22/10/24,16.02.09,Sofia TIF ‘22,nek ora yo semapot tenan,1
22/10/24,16.02.37,Dinta TIF '22,"Dilunasi sisan oleh ra, ngruweti men diklo",1
22/10/24,16.02.45,Inandra,bisa sih,1
22/10/24,16.03.36,Dinta TIF '22,"terus nek gari semene baksos piro, parti piro",1
22/10/24,16.03.44,Dinta TIF '22,"dp sek ae ding, kaos teko lagi dilunasi",1
22/10/24,16.03.51,Inandra,layo og,1
22/10/24,16.05.43,Dinta TIF '22,Iki ra meh ditekokke kah? Jare 66.000,1
22/10/24,16.06.21,Dinta TIF '22,sedurung tak tf,1
22/10/24,16.20.57,Inandra,ra mdeng i,1
22/10/24,16.23.29,Labib,ditakokne sek wae,1
22/10/24,16.23.58,Sofia TIF ‘22,de e ra muni nek 66 anjay de e muni ne 85 kr lanyard,1
22/10/24,16.24.01,Sofia TIF ‘22,😔😔😔,1
22/10/24,16.24.13,Sofia TIF ‘22,kudu chat kepie aku tak takon ke tapi rawani,1
22/10/24,16.24.21,Labib,los wae mbak sopik,1
22/10/24,16.24.25,Labib,ditakonke,1
22/10/24,16.25.15,Sofia TIF ‘22,pie leh nakon ke kata kata dong😭,1
22/10/24,16.25.51,Sofia TIF ‘22,mohon maaf kak ini kemarin katanya 85k kaos + lanyard yaaa apakah gajadi atau gomana ,1
,,,EH PIEEE,1
,,,"‎[22/10/24, 16.27.02] Inandra: Invoice Pelunasan Lanyard (tali only) Himatif UMS.pdf • ‎1 halaman ‎dokumen tidak disertakan",1
22/10/24,16.28.18,Labib,"dulu awal 85k itu kaos + lanyard, itu gimana ya kak?",1
22/10/24,16.28.23,Labib,tag asmar e pik,1
22/10/24,16.29.11,Sofia TIF ‘22,sek sek,1
22/10/24,16.33.49,Inandra,smgt sop,1
22/10/24,16.34.29,Dinta TIF '22,"tolong ya sop, mumpung rung di tf",1
22/10/24,16.35.22,Labib,di clear kan dulu biar gak rugi ygy,1
,,,"‎[22/10/24, 19.33.20] Labib: ‎gambar tidak disertakan",1
22/10/24,19.33.41,Labib,nek di kalkulasi adewe ijek untung ra nek di rego semono kui mau?,1
22/10/24,19.33.53,Sofia TIF ‘22,ngepas,1
22/10/24,19.33.57,Sofia TIF ‘22,untung 200k tok,1
22/10/24,19.34.14,Sofia TIF ‘22,ngopo ra omong ket awal anjirrr,1
22/10/24,19.34.27,Sofia TIF ‘22,ngomong pas wes dil dil an,1
22/10/24,19.34.30,Labib,yowes penting ra rugi sek,1
22/10/24,19.34.41,Labib,nah kuii kurang penjelasan ko kono,1
22/10/24,19.42.48,Dinta TIF '22,Berarti ttp iki?,1
23/10/24,06.18.51,Labib,iyaa,1
,,,"‎[23/10/24, 08.08.42] Dinta TIF '22: ‎gambar tidak disertakan",1
23/10/24,08.09.05,Inandra,@6281336917985,1
23/10/24,08.10.46,Dinta TIF '22,"total semua yg bayar kaos 7.480.000, lanyard 1.634.000 sisa 5.846.000.",1
,,,bayar kaos = 5.846.000 - 5.592.000 = 254.000,1
,,,,1
,,,Sisa 254.000,1
,,,PARTI : 150.000,1
,,,Baksos : 104.000,1
23/10/24,08.17.31,Inandra,baik begitu sajaw,1
23/10/24,08.20.07,Sofia TIF ‘22,eh opooo,1
23/10/24,08.20.12,Sofia TIF ‘22,aku konfirmasi ng digclo,1
23/10/24,08.20.14,Sofia TIF ‘22,???,1
23/10/24,08.20.29,Sofia TIF ‘22,dp kan?,1
23/10/24,08.24.32,Dinta TIF '22,Iya dp,1
23/10/24,08.24.42,Sofia TIF ‘22,dah aman,1
23/10/24,08.59.49,Inandra,🙏,1
23/10/24,10.08.09,Sofia TIF ‘22,"pagi mbak, untuk video after movie di up kapan ya mbak ?",1
23/10/24,10.08.20,Sofia TIF ‘22,@62895620490206 info😭😭,1
23/10/24,10.08.52,Afif TIF' 22,sek sop,1
23/10/24,10.09.12,Sofia TIF ‘22,"soalnya untuk di reportkan ke atasan, klo bisa di upload di bulan ini mbak 🙏🏻",1
23/10/24,10.09.25,Sofia TIF ‘22,allahuakbar maap ya pip😭😭😭,1
23/10/24,10.09.34,Sofia TIF ‘22,megelne bgt cen an pocari wi,1
23/10/24,10.10.31,Afif TIF' 22,tidak apa2,1
23/10/24,10.11.40,Sofia TIF ‘22,nggih makasih pip🙏🏻🙏🏻🙏🏻,1
23/10/24,10.24.57,Inandra,tgl 31 ngono kesuen ra,1
23/10/24,10.25.09,Inandra,soale ngenteni baksos jane,1
23/10/24,10.25.22,Inandra,tp nek emg perlu report kui tgl 25 ya @62895620490206 iso ra,1
23/10/24,10.25.57,Sofia TIF ‘22,manut neh penting bulan iki,1
23/10/24,18.20.53,Labib,untuk yang perihal fresh money terkait acara kita PARTI itu bagaimana mas?,1
23/10/24,18.20.53,Labib,"Izin kak, untuk acara PARTI, Dig.clo belum bisa support kak, karena kebetulan di akhir tahun ini bertabrakan dengan agenda yang kami support lainnya kak, kemungkinan nanti bisa di awal tahun kak kalau ada program yang berjalan.",1
,,,,1
,,,Paling hanya cashback yang tetap didapatkan kak sesuai dengan ketentuan MoU,1
23/10/24,18.21.13,Labib,cashback menyusul yaa,1
23/10/24,18.34.23,Dinta TIF '22,Oke baik,1
25/10/24,19.49.02,Jumiana TIF '22,https://drive.google.com/file/d/1_gzdGiUCqEsBX6fjSATaCE9vYVL4Ll1c/view?usp=drivesdk,1
25/10/24,19.49.25,Jumiana TIF '22,Itu untuk after movie semnas tolong di cek nek ada revisi kabarin yak,1
25/10/24,20.09.12,Inandra,bagusss,1
26/10/24,10.50.35,Inandra,selamat pagi pj,1
26/10/24,10.51.42,Faezz,siang mas,1
26/10/24,10.56.57,Stiven TIF '21,po,1
26/10/24,11.27.40,Inandra,"minta tolong tiap pj mengirimkan list anggotanya yang dirasa berhak mendapat serifikat panitia parti, boleh konsultasi sama ketupat dulu. terakhir tanggal 29",1
26/10/24,11.31.38,ReviTO,Romario❌,1
26/10/24,12.09.27,Jumiana TIF '22,https://drive.google.com/drive/folders/14KlPsWoaZ-HXnm_rEA-8rQKqrSR-0nWd?usp=drive_link kesek tolong dicek lagi yaa tadi udah tak cek juga sih nek semisal masih ada typo kabarin yaak,1
26/10/24,12.09.57,Jumiana TIF '22,Sman 1 sukoharjo TIM A,1
,,,,1
,,,1. Bhara Yudha Dian Pratama🌻,1
,,,2. Shera Yudhistira🌻,1
,,,3. Muhammad Luqman Bukhori🌻,1
,,,4. Idham Farras Cahyadi🌻,1
,,,5. Rodhian Cholil Jibran 🌻,1
,,,6. Muhanmad Irfan Khanif🌻,1
,,,7. Pasha Adhi Faizul Anwar🌻,1
,,,8. Abdilah Anung Anindita🌻,1
,,,9. Muhammad Azzam Kurniawan🌻,1
,,,10. Satriawan Djody Haryono🌻,1
,,,11. Numair Kinanthio🌻,1
,,,,1
,,,Sma muhammadiyah 2 ska,1
,,,1. Arroyon Rion Ramadhan 🌻,1
,,,2. Bayu Allf Pratama .🌻TYPO,1
,,,3. ⁠Adam kurniawan🌻,1
,,,4. Muhammad Faizal A.🌻,1
,,,5. Achmad Safaru🌻,1
,,,6. Muhammad Afgan Yasa N🌻,1
,,,7. kholid Ahmad🌻TYPO,1
,,,8. Fathan Zaydan🌻,1
